id,id,fdc_id,seq_num,amount,measure_unit_id,portion_description,modifier,gram_weight
45278,287947,2345863,3.0,,9999,Guideline amount per slice of bread/roll,63484,10.0
45279,287948,2345863,5.0,,9999,Quantity not specified,90000,20.0
45280,287949,2345864,1.0,,9999,1 tablespoon,21000,20.0
45281,287950,2345864,2.0,,9999,1 individual packet,60876,14.0
45282,287951,2345864,3.0,,9999,Guideline amount per slice of bread/roll,63484,10.0
45283,287952,2345864,5.0,,9999,Quantity not specified,90000,20.0
45284,287953,2345865,1.0,,9999,1 tablespoon,21000,20.0
45285,287954,2345865,2.0,,9999,1 individual packet,60876,14.0
45286,287955,2345865,3.0,,9999,Guideline amount per slice of bread/roll,63484,10.0
45287,287956,2345865,5.0,,9999,Quantity not specified,90000,20.0
45288,287957,2345866,1.0,,9999,1 tablespoon,21000,20.0
45289,287958,2345866,2.0,,9999,1 individual packet,60876,14.0
45290,287959,2345866,3.0,,9999,Guideline amount per slice of bread/roll,63484,10.0
45291,287960,2345866,5.0,,9999,Quantity not specified,90000,20.0
45292,287961,2345867,1.0,,9999,1 tablespoon,21000,20.0
45293,287962,2345867,2.0,,9999,1 cubic inch,51000,21.0
45294,287963,2345867,3.0,,9999,1 medium piece,61382,32.0
45295,287964,2345867,4.0,,9999,1 small piece,62149,16.0
45296,287965,2345867,5.0,,9999,Quantity not specified,90000,20.0
45297,287966,2345868,1.0,,9999,1 tablespoon,21000,20.0
45298,287967,2345868,2.0,,9999,1 cubic inch,51000,22.0
45299,287968,2345868,3.0,,9999,Quantity not specified,90000,20.0
45300,287969,2345869,1.0,,9999,1 tablespoon,21000,20.0
45301,287970,2345869,4.0,,9999,Quantity not specified,90000,20.0
45302,287971,2345870,1.0,,9999,1 cup,10205,240.0
45303,287972,2345870,2.0,,9999,1 snack size container,64133,95.0
45304,287973,2345870,3.0,,9999,1 cubic inch,51000,17.0
45305,287974,2345870,4.0,,9999,1 jiggler,64055,17.0
45306,287975,2345870,5.0,,9999,1 package (3 oz) yields,61554,540.0
45307,287976,2345870,6.0,,9999,Quantity not specified,90000,120.0
45308,287977,2345871,1.0,,9999,1 cup,10205,240.0
45309,287978,2345871,2.0,,9999,1 snack size container,64133,125.0
45310,287979,2345871,3.0,,9999,1 cubic inch,51000,17.0
45311,287980,2345871,4.0,,9999,Quantity not specified,90000,120.0
45312,287981,2345872,1.0,,9999,1 cup,10205,240.0
45313,287982,2345872,2.0,,9999,1 cubic inch,51000,17.0
45314,287983,2345872,3.0,,9999,Quantity not specified,90000,120.0
45315,287984,2345873,1.0,,9999,1 cup,10205,240.0
45316,287985,2345873,2.0,,9999,1 snack size container,64133,95.0
45317,287986,2345873,3.0,,9999,1 cubic inch,51000,17.0
45318,287987,2345873,4.0,,9999,Quantity not specified,90000,120.0
45319,287988,2345874,1.0,,9999,1 cup,10205,240.0
45320,287989,2345874,2.0,,9999,1 snack size container,64133,125.0
45321,287990,2345874,3.0,,9999,1 cubic inch,51000,17.0
45322,287991,2345874,4.0,,9999,Quantity not specified,90000,120.0
45323,287992,2345875,1.0,,9999,1 oz,40000,28.35
45324,287993,2345875,2.0,,9999,Quantity not specified,90000,113.0
45325,287994,2345876,1.0,,9999,1 cup,10205,213.0
45326,287995,2345876,2.0,,9999,1 piece,61667,23.0
45327,287996,2345876,3.0,,9999,Quantity not specified,90000,107.0
45328,287997,2345877,1.0,,9999,1 cup,10205,130.0
45329,287998,2345877,2.0,,9999,1 individual container,60868,130.0
45330,287999,2345877,3.0,,9999,Quantity not specified,90000,130.0
45331,288000,2345878,1.0,,9999,1 cup,10205,130.0
45332,288001,2345878,2.0,,9999,1 individual container,60868,130.0
45333,288002,2345878,3.0,,9999,Quantity not specified,90000,130.0
45334,288003,2345879,1.0,,9999,1 single stick,61932,50.0
45335,288004,2345879,2.0,,9999,Quantity not specified,90000,50.0
45336,288005,2345880,1.0,,9999,1 single stick,61932,50.0
45337,288006,2345880,2.0,,9999,1 double stick,60692,100.0
45338,288007,2345880,3.0,,9999,1 miniature popsicle,64227,15.0
45339,288008,2345880,4.0,,9999,1 push up,61793,50.0
45340,288009,2345880,5.0,,9999,1 fl oz,30000,30.0
45341,288010,2345880,6.0,,9999,Quantity not specified,90000,50.0
45342,288011,2345881,1.0,,9999,1 single stick,61932,50.0
45343,288012,2345881,2.0,,9999,1 fl oz,30000,30.0
45344,288013,2345881,3.0,,9999,Quantity not specified,90000,50.0
45345,288014,2345882,1.0,,9999,1 freezer pop,64295,50.0
45346,288015,2345882,2.0,,9999,1 fl oz,30000,30.0
45347,288016,2345882,3.0,,9999,Quantity not specified,90000,50.0
45348,288017,2345883,1.0,,9999,1 cup,10205,130.0
45349,288018,2345883,2.0,,9999,1 snow cone,62210,200.0
45350,288019,2345883,3.0,,9999,1 fl oz,30000,30.0
45351,288020,2345883,4.0,,9999,Quantity not specified,90000,200.0
45352,288021,2345884,1.0,,9999,1 cup,10205,130.0
45353,288022,2345884,2.0,,9999,1 snow cone,62210,200.0
45354,288023,2345884,3.0,,9999,1 fl oz,30000,30.0
45355,288024,2345884,4.0,,9999,Quantity not specified,90000,200.0
45356,288025,2345885,1.0,,9999,1 piece,61667,5.0
45357,288026,2345885,2.0,,9999,1 stick,62239,15.0
45358,288027,2345885,3.0,,9999,1 miniature/bite size,64233,15.0
45359,288028,2345885,4.0,,9999,1 fun/snack size,64300,15.0
45360,288029,2345885,5.0,,9999,1 pouch/regular size,64764,60.0
45361,288030,2345885,6.0,,9999,1 large/king size,63938,120.0
45362,288031,2345885,7.0,,9999,1 sharing/movie theater size,64753,240.0
45363,288032,2345885,8.0,,9999,1 cup,10205,160.0
45364,288033,2345885,9.0,,9999,Quantity not specified,90000,60.0
45365,288034,2345886,1.0,,9999,1 piece,61667,4.0
45366,288035,2345886,2.0,,9999,"1 package, any size",63159,55.0
45367,288036,2345886,3.0,,9999,1 cup,10205,160.0
45368,288037,2345886,4.0,,9999,Quantity not specified,90000,55.0
45369,288038,2345887,1.0,,9999,1 piece,61667,8.0
45370,288039,2345887,2.0,,9999,1 miniature/bite size,64233,10.0
45371,288040,2345887,3.0,,9999,1 fun/snack size,64300,15.0
45372,288041,2345887,4.0,,9999,1 pouch/regular size,64764,45.0
45373,288042,2345887,5.0,,9999,1 large/king size,63938,90.0
45374,288043,2345887,6.0,,9999,1 sharing/movie theater size,64753,180.0
45375,288044,2345887,7.0,,9999,1 cup,10205,160.0
45376,288045,2345887,8.0,,9999,Quantity not specified,90000,45.0
45377,288046,2345888,1.0,,9999,1 piece,61667,8.0
45378,288047,2345888,2.0,,9999,1 miniature/bite size,64233,10.0
45379,288048,2345888,3.0,,9999,1 fun/snack size,64300,15.0
45380,288049,2345888,4.0,,9999,1 pouch/regular size,64764,45.0
45381,288050,2345888,5.0,,9999,1 large/king size,63938,90.0
45382,288051,2345888,6.0,,9999,1 sharing/movie theater size,64753,180.0
45383,288052,2345888,7.0,,9999,1 cup,10205,160.0
45384,288053,2345888,8.0,,9999,Quantity not specified,90000,45.0
45385,288054,2345889,1.0,,9999,1 piece,61667,8.0
45386,288055,2345889,2.0,,9999,1 miniature/bite size,64233,10.0
45387,288056,2345889,3.0,,9999,1 fun/snack size,64300,15.0
45388,288057,2345889,4.0,,9999,1 pouch/regular size,64764,45.0
45389,288058,2345889,5.0,,9999,1 large/king size,63938,90.0
45390,288059,2345889,6.0,,9999,1 sharing/movie theater size,64753,180.0
45391,288060,2345889,7.0,,9999,1 cup,10205,160.0
45392,288061,2345889,8.0,,9999,Quantity not specified,90000,45.0
45393,288062,2345890,1.0,,9999,1 piece,61667,8.0
45394,288063,2345890,2.0,,9999,1 miniature/bite size,64233,10.0
45395,288064,2345890,3.0,,9999,1 fun/snack size,64300,15.0
45396,288065,2345890,4.0,,9999,1 pouch/regular size,64764,45.0
45397,288066,2345890,5.0,,9999,1 large/king size,63938,90.0
45398,288067,2345890,6.0,,9999,1 sharing/movie theater size,64753,180.0
45399,288068,2345890,7.0,,9999,1 cup,10205,160.0
45400,288069,2345890,8.0,,9999,Quantity not specified,90000,45.0
45401,288070,2345891,1.0,,9999,1 piece,61667,8.0
45402,288071,2345891,2.0,,9999,1 miniature/bite size,64233,10.0
45403,288072,2345891,3.0,,9999,1 fun/snack size,64300,15.0
45404,288073,2345891,4.0,,9999,1 pouch/regular size,64764,45.0
45405,288074,2345891,5.0,,9999,1 large/king size,63938,90.0
45406,288075,2345891,6.0,,9999,1 sharing/movie theater size,64753,180.0
45407,288076,2345891,7.0,,9999,1 cup,10205,160.0
45408,288077,2345891,8.0,,9999,Quantity not specified,90000,45.0
45409,288078,2345892,1.0,,9999,1 piece,61667,8.0
45410,288079,2345892,2.0,,9999,1 miniature/bite size,64233,10.0
45411,288080,2345892,3.0,,9999,1 fun/snack size,64300,15.0
45412,288081,2345892,4.0,,9999,1 pouch/regular size,64764,45.0
45413,288082,2345892,5.0,,9999,1 large/king size,63938,90.0
45414,288083,2345892,6.0,,9999,1 sharing/movie theater size,64753,180.0
45415,288084,2345892,7.0,,9999,1 cup,10205,160.0
45416,288085,2345892,8.0,,9999,Quantity not specified,90000,45.0
45417,288086,2345893,1.0,,9999,1 piece,61667,1.0
45418,288087,2345893,2.0,,9999,1 cup,10205,225.0
45419,288088,2345893,3.0,,9999,Quantity not specified,90000,15.0
45420,288089,2345894,1.0,,9999,1 cup,10205,160.0
45421,288090,2345894,2.0,,9999,Quantity not specified,90000,20.0
45422,288091,2345895,1.0,,9999,1 piece,61667,8.0
45423,288092,2345895,2.0,,9999,1 miniature/bite size,64233,10.0
45424,288093,2345895,3.0,,9999,1 fun/snack size,64300,15.0
45425,288094,2345895,4.0,,9999,1 pouch/regular size,64764,45.0
45426,288095,2345895,5.0,,9999,1 large/king size,63938,90.0
45427,288096,2345895,6.0,,9999,1 sharing/movie theater size,64753,180.0
45428,288097,2345895,7.0,,9999,1 cup,10205,160.0
45429,288098,2345895,8.0,,9999,Quantity not specified,90000,45.0
45430,288099,2345896,1.0,,9999,1 piece,61667,8.0
45431,288100,2345896,2.0,,9999,1 miniature/bite size,64233,10.0
45432,288101,2345896,3.0,,9999,1 fun/snack size,64300,15.0
45433,288102,2345896,4.0,,9999,1 pouch/regular size,64764,45.0
45434,288103,2345896,5.0,,9999,1 large/king size,63938,90.0
45435,288104,2345896,6.0,,9999,1 sharing/movie theater size,64753,180.0
45436,288105,2345896,7.0,,9999,1 cup,10205,160.0
45437,288106,2345896,8.0,,9999,Quantity not specified,90000,45.0
45438,288107,2345897,1.0,,9999,1 piece,61667,8.0
45439,288108,2345897,2.0,,9999,1 miniature/bite size,64233,10.0
45440,288109,2345897,3.0,,9999,1 fun/snack size,64300,15.0
45441,288110,2345897,4.0,,9999,1 pouch/regular size,64764,45.0
45442,288111,2345897,5.0,,9999,1 large/king size,63938,90.0
45443,288112,2345897,6.0,,9999,1 sharing/movie theater size,64753,180.0
45444,288113,2345897,7.0,,9999,1 cup,10205,160.0
45445,288114,2345897,8.0,,9999,Quantity not specified,90000,45.0
45446,288115,2345898,1.0,,9999,1 piece,61667,8.0
45447,288116,2345898,2.0,,9999,1 miniature/bite size,64233,10.0
45448,288117,2345898,3.0,,9999,1 fun/snack size,64300,15.0
45449,288118,2345898,4.0,,9999,1 pouch/regular size,64764,45.0
45450,288119,2345898,5.0,,9999,1 large/king size,63938,90.0
45451,288120,2345898,6.0,,9999,1 sharing/movie theater size,64753,180.0
45452,288121,2345898,7.0,,9999,1 cup,10205,160.0
45453,288122,2345898,8.0,,9999,Quantity not specified,90000,45.0
45454,288123,2345899,1.0,,9999,1 piece,61667,8.0
45455,288124,2345899,2.0,,9999,1 miniature/bite size,64233,10.0
45456,288125,2345899,3.0,,9999,1 fun/snack size,64300,15.0
45457,288126,2345899,4.0,,9999,1 pouch/regular size,64764,45.0
45458,288127,2345899,5.0,,9999,1 large/king size,63938,90.0
45459,288128,2345899,6.0,,9999,1 sharing/movie theater size,64753,180.0
45460,288129,2345899,7.0,,9999,1 cup,10205,160.0
45461,288130,2345899,8.0,,9999,Quantity not specified,90000,45.0
45462,288131,2345900,1.0,,9999,1 piece,61667,30.0
45463,288132,2345900,2.0,,9999,1 cup,10205,160.0
45464,288133,2345900,3.0,,9999,Quantity not specified,90000,30.0
45465,288134,2345901,1.0,,9999,1 piece,61667,8.0
45466,288135,2345901,2.0,,9999,1 miniature/bite size,64233,10.0
45467,288136,2345901,3.0,,9999,1 fun/snack size,64300,15.0
45468,288137,2345901,4.0,,9999,1 pouch/regular size,64764,45.0
45469,288138,2345901,5.0,,9999,1 large/king size,63938,90.0
45470,288139,2345901,6.0,,9999,1 sharing/movie theater size,64753,180.0
45471,288140,2345901,7.0,,9999,1 cup,10205,160.0
45472,288141,2345901,8.0,,9999,Quantity not specified,90000,45.0
45473,288142,2345902,1.0,,9999,1 piece,61667,15.0
45474,288143,2345902,2.0,,9999,1 miniature/bite size,64233,10.0
45475,288144,2345902,3.0,,9999,1 fun/snack size,64300,15.0
45476,288145,2345902,4.0,,9999,1 pouch/regular size,64764,45.0
45477,288146,2345902,5.0,,9999,1 large/king size,63938,90.0
45478,288147,2345902,6.0,,9999,1 sharing/movie theater size,64753,180.0
45479,288148,2345902,7.0,,9999,1 cup,10205,160.0
45480,288149,2345902,8.0,,9999,Quantity not specified,90000,45.0
45481,288150,2345903,1.0,,9999,1 piece,61667,8.0
45482,288151,2345903,2.0,,9999,1 miniature/bite size,64233,10.0
45483,288152,2345903,3.0,,9999,1 fun/snack size,64300,15.0
45484,288153,2345903,4.0,,9999,1 pouch/regular size,64764,45.0
45485,288154,2345903,5.0,,9999,1 large/king size,63938,90.0
45486,288155,2345903,6.0,,9999,1 sharing/movie theater size,64753,180.0
45487,288156,2345903,7.0,,9999,1 cup,10205,160.0
45488,288157,2345903,8.0,,9999,Quantity not specified,90000,45.0
45489,288158,2345904,1.0,,9999,1 piece,61667,15.0
45490,288159,2345904,2.0,,9999,1 miniature/bite size,64233,10.0
45491,288160,2345904,3.0,,9999,1 fun/snack size,64300,15.0
45492,288161,2345904,4.0,,9999,1 pouch/regular size,64764,45.0
45493,288162,2345904,5.0,,9999,1 large/king size,63938,90.0
45494,288163,2345904,6.0,,9999,1 sharing/movie theater size,64753,180.0
45495,288164,2345904,7.0,,9999,1 cup,10205,160.0
45496,288165,2345904,8.0,,9999,Quantity not specified,90000,45.0
45497,288166,2345905,1.0,,9999,1 piece,61667,8.0
45498,288167,2345905,2.0,,9999,1 miniature/bite size,64233,10.0
45499,288168,2345905,3.0,,9999,1 fun/snack size,64300,15.0
45500,288169,2345905,4.0,,9999,1 pouch/regular size,64764,55.0
45501,288170,2345905,5.0,,9999,1 large/king size,63938,110.0
45502,288171,2345905,6.0,,9999,1 sharing/movie theater size,64753,220.0
45503,288172,2345905,7.0,,9999,1 cup,10205,160.0
45504,288173,2345905,8.0,,9999,Quantity not specified,90000,55.0
45505,288174,2345906,1.0,,9999,1 piece,61667,8.0
45506,288175,2345906,2.0,,9999,1 miniature/bite size,64233,10.0
45507,288176,2345906,3.0,,9999,1 fun/snack size,64300,15.0
45508,288177,2345906,4.0,,9999,1 pouch/regular size,64764,55.0
45509,288178,2345906,5.0,,9999,1 large/king size,63938,110.0
45510,288179,2345906,6.0,,9999,1 sharing/movie theater size,64753,220.0
45511,288180,2345906,7.0,,9999,1 cup,10205,160.0
45512,288181,2345906,8.0,,9999,Quantity not specified,90000,55.0
45513,288182,2345907,1.0,,9999,1 piece,61667,8.0
45514,288183,2345907,2.0,,9999,1 miniature/bite size,64233,10.0
45515,288184,2345907,3.0,,9999,1 fun/snack size,64300,15.0
45516,288185,2345907,4.0,,9999,1 pouch/regular size,64764,45.0
45517,288186,2345907,5.0,,9999,1 large/king size,63938,90.0
45518,288187,2345907,6.0,,9999,1 sharing/movie theater size,64753,180.0
45519,288188,2345907,7.0,,9999,1 cup,10205,160.0
45520,288189,2345907,8.0,,9999,Quantity not specified,90000,45.0
45521,288190,2345908,1.0,,9999,1 piece,61667,2.0
45522,288191,2345908,2.0,,9999,1 miniature/bite size,64233,10.0
45523,288192,2345908,3.0,,9999,1 fun/snack size,64300,15.0
45524,288193,2345908,4.0,,9999,1 pouch/regular size,64764,45.0
45525,288194,2345908,5.0,,9999,1 large/king size,63938,90.0
45526,288195,2345908,6.0,,9999,1 sharing/movie theater size,64753,180.0
45527,288196,2345908,7.0,,9999,1 cup,10205,160.0
45528,288197,2345908,8.0,,9999,Quantity not specified,90000,45.0
45529,288198,2345909,1.0,,9999,1 piece,61667,15.0
45530,288199,2345909,2.0,,9999,"1 package, any size",63159,45.0
45531,288200,2345909,3.0,,9999,1 cup,10205,160.0
45532,288201,2345909,4.0,,9999,Quantity not specified,90000,30.0
45533,288202,2345910,1.0,,9999,1 piece,61667,5.0
45534,288203,2345910,2.0,,9999,1 stick,62239,15.0
45535,288204,2345910,3.0,,9999,1 miniature/bite size,64233,15.0
45536,288205,2345910,4.0,,9999,1 fun/snack size,64300,15.0
45537,288206,2345910,5.0,,9999,1 pouch/regular size,64764,60.0
45538,288207,2345910,6.0,,9999,1 large/king size,63938,120.0
45539,288208,2345910,7.0,,9999,1 sharing/movie theater size,64753,240.0
45540,288209,2345910,8.0,,9999,1 cup,10205,160.0
45541,288210,2345910,9.0,,9999,Quantity not specified,90000,60.0
45542,288211,2345911,1.0,,9999,1 piece,61667,60.0
45543,288212,2345911,2.0,,9999,Quantity not specified,90000,60.0
45544,288213,2345912,1.0,,9999,1 piece,61667,5.0
45545,288214,2345912,2.0,,9999,1 stick,62239,10.0
45546,288215,2345912,3.0,,9999,1 miniature/bite size,64233,15.0
45547,288216,2345912,4.0,,9999,1 fun/snack size,64300,15.0
45548,288217,2345912,5.0,,9999,1 pouch/regular size,64764,60.0
45549,288218,2345912,6.0,,9999,1 large/king size,63938,120.0
45550,288219,2345912,7.0,,9999,1 sharing/movie theater size,64753,240.0
45551,288220,2345912,8.0,,9999,1 cup,10205,160.0
45552,288221,2345912,9.0,,9999,Quantity not specified,90000,60.0
45553,288222,2345913,1.0,,9999,1 piece,61667,8.0
45554,288223,2345913,2.0,,9999,1 miniature/bite size,64233,1.0
45555,288224,2345913,3.0,,9999,"1 package, any size",63159,40.0
45556,288225,2345913,4.0,,9999,1 cup,10205,40.0
45557,288226,2345913,5.0,,9999,Quantity not specified,90000,30.0
45558,288227,2345914,1.0,,9999,1 piece,61667,5.0
45559,288228,2345914,2.0,,9999,1 miniature/bite size,64233,15.0
45560,288229,2345914,3.0,,9999,1 fun/snack size,64300,15.0
45561,288230,2345914,4.0,,9999,1 pouch/regular size,64764,60.0
45562,288231,2345914,5.0,,9999,1 large/king size,63938,120.0
45563,288232,2345914,6.0,,9999,1 sharing/movie theater size,64753,240.0
45564,288233,2345914,7.0,,9999,1 cup,10205,160.0
45565,288234,2345914,8.0,,9999,Quantity not specified,90000,60.0
45566,288235,2345915,1.0,,9999,1 piece,61667,10.0
45567,288236,2345915,2.0,,9999,1 miniature/bite size,64233,15.0
45568,288237,2345915,3.0,,9999,1 fun/snack size,64300,15.0
45569,288238,2345915,4.0,,9999,1 pouch/regular size,64764,60.0
45570,288239,2345915,5.0,,9999,1 large/king size,63938,120.0
45571,288240,2345915,6.0,,9999,1 sharing/movie theater size,64753,240.0
45572,288241,2345915,7.0,,9999,1 cup,10205,160.0
45573,288242,2345915,8.0,,9999,Quantity not specified,90000,60.0
45574,288243,2345916,1.0,,9999,1 piece,61667,4.0
45575,288244,2345916,2.0,,9999,1 fun/snack size,64300,15.0
45576,288245,2345916,3.0,,9999,1 pouch/regular size,64764,55.0
45577,288246,2345916,4.0,,9999,1 cup,10205,160.0
45578,288247,2345916,5.0,,9999,Quantity not specified,90000,55.0
45579,288248,2345917,1.0,,9999,1 piece,61667,10.0
45580,288249,2345917,2.0,,9999,1 cup,10205,160.0
45581,288250,2345917,3.0,,9999,Quantity not specified,90000,30.0
45582,288251,2345918,1.0,,9999,1 piece,61667,2.0
45583,288252,2345918,2.0,,9999,Quantity not specified,90000,6.0
45584,288253,2345919,1.0,,9999,1 piece,61667,2.0
45585,288254,2345919,2.0,,9999,1 miniature/bite size/fun size,64754,15.0
45586,288255,2345919,3.0,,9999,1 snack size/pouch/regular size,64755,60.0
45587,288256,2345919,4.0,,9999,1 large/king size,63938,120.0
45588,288257,2345919,5.0,,9999,1 sharing/movie theater size,64753,240.0
45589,288258,2345919,6.0,,9999,1 cup,10205,160.0
45590,288259,2345919,7.0,,9999,Quantity not specified,90000,60.0
45591,288260,2345920,1.0,,9999,1 piece,61667,5.0
45592,288261,2345920,2.0,,9999,1 stick,62239,15.0
45593,288262,2345920,3.0,,9999,1 miniature/bite size,64233,15.0
45594,288263,2345920,4.0,,9999,1 fun/snack size,64300,15.0
45595,288264,2345920,5.0,,9999,1 pouch/regular size,64764,60.0
45596,288265,2345920,6.0,,9999,1 large/king size,63938,120.0
45597,288266,2345920,7.0,,9999,1 cup,10205,160.0
45598,288267,2345920,8.0,,9999,Quantity not specified,90000,15.0
45599,288268,2345921,1.0,,9999,1 piece,61667,10.0
45600,288269,2345921,2.0,,9999,Quantity not specified,90000,10.0
45601,288270,2345922,1.0,,9999,1 piece,61667,5.0
45602,288271,2345922,2.0,,9999,Quantity not specified,90000,15.0
45603,288272,2345923,1.0,,9999,"1 package, any size",63159,30.0
45604,288273,2345923,2.0,,9999,1 cup,10205,10.0
45605,288274,2345923,3.0,,9999,Quantity not specified,90000,30.0
45606,288275,2345924,1.0,,9999,1 piece,61667,2.0
45607,288276,2345924,2.0,,9999,1 stick,62239,2.0
45608,288277,2345924,3.0,,9999,1 miniature/bite size,64233,15.0
45609,288278,2345924,4.0,,9999,1 fun/snack size,64300,15.0
45610,288279,2345924,5.0,,9999,1 pouch/regular size,64764,60.0
45611,288280,2345924,6.0,,9999,1 large/king size,63938,120.0
45612,288281,2345924,7.0,,9999,1 sharing/movie theater size,64753,240.0
45613,288282,2345924,8.0,,9999,1 cup,10205,160.0
45614,288283,2345924,9.0,,9999,Quantity not specified,90000,60.0
45615,288284,2345925,1.0,,9999,1 piece,61667,2.0
45616,288285,2345925,2.0,,9999,1 miniature/bite size,64233,10.0
45617,288286,2345925,3.0,,9999,1 fun/snack size,64300,15.0
45618,288287,2345925,4.0,,9999,1 pouch/regular size,64764,45.0
45619,288288,2345925,5.0,,9999,1 large/king size,63938,90.0
45620,288289,2345925,6.0,,9999,1 sharing/movie theater size,64753,180.0
45621,288290,2345925,7.0,,9999,1 cup,10205,160.0
45622,288291,2345925,8.0,,9999,Quantity not specified,90000,45.0
45623,288292,2345926,1.0,,9999,1 piece,61667,2.0
45624,288293,2345926,2.0,,9999,1 miniature/bite size,64233,10.0
45625,288294,2345926,3.0,,9999,1 fun/snack size,64300,15.0
45626,288295,2345926,4.0,,9999,1 pouch/regular size,64764,45.0
45627,288296,2345926,5.0,,9999,1 large/king size,63938,90.0
45628,288297,2345926,6.0,,9999,1 sharing/movie theater size,64753,180.0
45629,288298,2345926,7.0,,9999,1 cup,10205,160.0
45630,288299,2345926,8.0,,9999,Quantity not specified,90000,45.0
45631,288300,2345927,1.0,,9999,1 piece,61667,2.0
45632,288301,2345927,2.0,,9999,1 miniature/bite size/fun size,64754,15.0
45633,288302,2345927,3.0,,9999,1 snack size/pouch/regular size,64755,30.0
45634,288303,2345927,4.0,,9999,1 large/king size,63938,140.0
45635,288304,2345927,5.0,,9999,1 sharing/movie theater size,64753,140.0
45636,288305,2345927,6.0,,9999,1 cup,10205,160.0
45637,288306,2345927,7.0,,9999,Quantity not specified,90000,30.0
45638,288307,2345928,1.0,,9999,1 piece,61667,10.0
45639,288308,2345928,2.0,,9999,1 miniature/bite size,64233,10.0
45640,288309,2345928,3.0,,9999,1 pouch/regular size,64764,15.0
45641,288310,2345928,4.0,,9999,Quantity not specified,90000,15.0
45642,288311,2345929,1.0,,9999,1 piece,61667,5.0
45643,288312,2345929,2.0,,9999,1 stick,62239,15.0
45644,288313,2345929,3.0,,9999,1 miniature/bite size,64233,15.0
45645,288314,2345929,4.0,,9999,1 fun/snack size,64300,15.0
45646,288315,2345929,5.0,,9999,1 pouch/regular size,64764,60.0
45647,288316,2345929,6.0,,9999,1 large/king size,63938,120.0
45648,288317,2345929,7.0,,9999,1 sharing/movie theater size,64753,240.0
45649,288318,2345929,8.0,,9999,1 cup,10205,160.0
45650,288319,2345929,9.0,,9999,Quantity not specified,90000,60.0
45651,288320,2345930,1.0,,9999,1 piece,61667,5.0
45652,288321,2345930,2.0,,9999,1 cup,10205,160.0
45653,288322,2345930,3.0,,9999,Quantity not specified,90000,15.0
45654,288323,2345931,1.0,,9999,1 piece,61667,5.0
45655,288324,2345931,2.0,,9999,1 stick,62239,5.0
45656,288325,2345931,3.0,,9999,Quantity not specified,90000,5.0
45657,288326,2345932,1.0,,9999,1 piece,61667,5.0
45658,288327,2345932,2.0,,9999,1 stick,62239,5.0
45659,288328,2345932,3.0,,9999,Quantity not specified,90000,5.0
45660,288329,2345933,1.0,,9999,1 fl oz,30000,30.0
45661,288330,2345933,2.0,,9999,1 cup (8 fl oz),10215,240.0
45662,288331,2345933,3.0,,9999,1 small,62015,360.0
45663,288332,2345933,4.0,,9999,1 medium,61238,480.0
45664,288333,2345933,5.0,,9999,1 large,60919,600.0
45665,288334,2345933,6.0,,9999,"1 small pot (20 FO, 4 servings)",63973,600.0
45666,288335,2345933,7.0,,9999,"1 large pot (60 FO, 12 servings)",64519,1800.0
45667,288336,2345933,8.0,,9999,Quantity not specified,90000,360.0
45668,288337,2345934,1.0,,9999,1 fl oz,30000,30.0
45669,288338,2345934,2.0,,9999,1 cup (8 fl oz),10215,240.0
45670,288339,2345934,3.0,,9999,1 small,62015,360.0
45671,288340,2345934,4.0,,9999,1 medium,61238,480.0
45672,288341,2345934,5.0,,9999,1 large,60919,600.0
45673,288342,2345934,6.0,,9999,"1 small pot (20 FO, 4 servings)",63973,600.0
45674,288343,2345934,7.0,,9999,"1 large pot (60 FO, 12 servings)",64519,1800.0
45675,288344,2345934,8.0,,9999,Quantity not specified,90000,360.0
45676,288345,2345935,1.0,,9999,1 fl oz,30000,30.0
45677,288346,2345935,2.0,,9999,1 cup (8 fl oz),10215,240.0
45678,288347,2345935,3.0,,9999,1 small,62015,360.0
45679,288348,2345935,4.0,,9999,1 medium,61238,480.0
45680,288349,2345935,5.0,,9999,1 large,60919,600.0
45681,288350,2345935,6.0,,9999,"1 small pot (20 FO, 4 servings)",63973,600.0
45682,288351,2345935,7.0,,9999,"1 large pot (60 FO, 12 servings)",64519,1800.0
45683,288352,2345935,8.0,,9999,Quantity not specified,90000,360.0
45684,288353,2345936,1.0,,9999,1 fl oz,30000,30.0
45685,288354,2345936,2.0,,9999,1 cup (8 fl oz),10215,240.0
45686,288355,2345936,3.0,,9999,1 small,62015,360.0
45687,288356,2345936,4.0,,9999,1 medium,61238,480.0
45688,288357,2345936,5.0,,9999,1 large,60919,600.0
45689,288358,2345936,6.0,,9999,"1 small pot (20 FO, 4 servings)",63973,600.0
45690,288359,2345936,7.0,,9999,"1 large pot (60 FO, 12 servings)",64519,1800.0
45691,288360,2345936,8.0,,9999,Quantity not specified,90000,360.0
45692,288361,2345937,1.0,,9999,1 fl oz,30000,31.0
45693,288362,2345937,4.0,,9999,Quantity not specified,90000,372.0
45694,288363,2345937,5.0,,9999,1 cup (8 fl oz),10215,248.0
45695,288364,2345938,1.0,,9999,1 fl oz,30000,30.0
45696,288365,2345938,4.0,,9999,1 espresso cup (2 fl oz),60748,60.0
45697,288366,2345938,5.0,,9999,Quantity not specified,90000,60.0
45698,288367,2345939,1.0,,9999,1 fl oz,30000,30.0
45699,288368,2345939,4.0,,9999,1 espresso cup (2 fl oz),60748,60.0
