id,fdc_id,nutrient_id,amount
1657,171248.0,1175,0.02
1658,171248.0,1177,13.0
1659,171248.0,1178,0.29
1660,171248.0,1180,16.3
1661,171248.0,1185,0.7
1665,171248.0,1242,0.0
1666,171248.0,1246,0.0
1667,171248.0,1253,31.0
1668,171248.0,1258,4.927
1681,171248.0,1272,0.0
1685,171248.0,1278,0.0
1688,171248.0,1292,2.314
1689,171248.0,1293,0.26
1690,326135.0,1003,27.0
1691,326135.0,1004,31.0
1692,326135.0,1005,1.44
1693,326135.0,1008,393.0
1695,326135.0,1051,37.6
1699,171251.0,1079,0.0
1700,326135.0,1087,890.0
1701,326135.0,1089,0.13
1702,326135.0,1090,33.4
1703,326135.0,1091,574.0
1704,326135.0,1092,71.0
